date,category,amount
2024-11-11,Transport,0.5
2024-11-11,Market,16
2024-11-11,Communal,150
2024-11-12,Coffe,5.6
2024-11-12,Transport,0.5
2024-11-12,Coffe,7.2
2024-11-12,Coffe,11
2024-11-12,Restuarant,6.5
2024-11-12,Transport,0.5
2024-11-12,Market,8.4
2024-11-13,Market,8
2024-11-13,Transport,0.5
2024-11-13,Market,7
2024-11-13,Coffe,5.6
2024-11-13,Coffe,13
2024-11-13,Restuarant,6.5
2024-11-13,Transport,0.5
2024-11-13,Market,3
2024-11-14,Transport,0.5
2024-11-14,Transport,0.5
2024-11-14,Market,15
2024-11-14,Coffe,13
2024-11-14,Coffe,5.6
2024-11-14,Transport,0.5
2024-11-14,Transport,0.5
2024-11-14,Restuarant,28
2024-11-15,Transport,1
2024-11-15,Market,8
2024-11-15,Coffe,6
2024-11-15,Coffe,13
2024-11-15,Restuarant,8.5
2024-11-15,Restuarant,37
2024-11-15,Transport,0.5
2024-11-16,Transport,0.5
2024-11-16,Coffe,13
2024-11-16,Coffe,6
2024-11-16,Transport,0.5
2024-11-16,Transport,1
2024-11-16,Restuarant,40
2024-11-17,Transport,1
2024-11-17,Coffe,13
2024-11-17,Coffe,5.6
2024-11-17,Transport,1
2024-11-17,Market,22
2024-11-18,Transport,1
2024-11-18,Market,14
2024-11-18,Coffe,20
2024-11-18,Transport,0.5
2024-11-18,Market,9
2024-11-19,Transport,0.5
2024-11-19,Market,0.5
2024-11-19,Coffe,6
2024-11-19,Coffe,18
2024-11-19,Restuarant,57
2024-11-19,Transport,0.5
2024-11-20,Transport,1
2024-11-20,Restuarant,9
2024-11-20,Coffe,6
2024-11-20,Coffe,5.6
2024-11-20,Restuarant,8
2024-11-20,Transport,0.5
2024-11-20,Market,4.5
2024-11-21,Other,15
2024-11-21,Transport,1
2024-11-21,Coffe,6
2024-11-21,business_expenses,17
2024-11-21,Learning,50
2024-11-21,Restuarant,7
2024-11-21,Coffe,15
2024-11-21,Transport,0.5
2024-11-21,Market,8
2024-11-22,Transport,1
2024-11-22,Market,7.4
2024-11-22,Coffe,6
2024-11-22,Restuarant,15
2024-11-22,Coffe,16
2024-11-22,Coffe,7
2024-11-22,Transport,0.5
2024-11-22,Market,5
2024-11-23,Restuarant,18
2024-11-23,Coffe,6
2024-11-23,Taxi,3
2024-11-23,Restuarant,10
2024-11-24,Transport,0.5
2024-11-24,Coffe,6
2024-11-24,Learning,30
2024-11-24,Restuarant,43
2024-11-24,Transport,0.5
2024-11-25,Taxi,7
2024-11-25,Taxi,2.5
2024-11-25,Phone,5
2024-11-27,Taxi,4
2024-11-27,Health,14
2024-11-27,Market,20
2024-11-27,Transport,1.5
2024-11-27,Coffe,9
2024-11-27,Market,16
2024-11-28,Taxi,4.1
2024-11-28,Coffe,5
2024-11-28,Coffe,10
2024-11-28,Taxi,7
2024-11-28,Coffe,12
2024-11-29,Transport,1
2024-11-29,Market,7
2024-11-29,Taxi,4.2
2024-11-29,Coffe,6
2024-11-29,Coffe,7
2024-11-29,Market,26
2024-11-29,Taxi,3
2024-11-30,Transport,1
2024-11-30,Coffe,15
2024-11-30,Transport,0.5
2024-11-30,Market,10
2024-12-01,Transport,1
2024-12-01,Restuarant,5
2024-11-30,Coffe,15
2024-12-01,Coffe,5.6
2024-12-01,Transport,0.5
2024-12-01,Coffe,15
2024-12-01,Phone,19
2024-12-02,Transport,1
2024-12-02,Transport,1
2024-12-02,Business lunch,10
2024-12-02,Learning,20
2024-12-02,Coffe,5.6
2024-12-02,Transport,0.5
2024-12-02,Market,10
2024-12-03,Transport,1
2024-12-03,Market,6.5
2024-12-03,Transport,0.5
2024-12-03,Transport,0.5
2024-12-03,Taxi,2.5
2024-12-03,Taxi,2.5
2024-12-03,Transport,0.5
2024-12-03,Business lunch,11
2024-12-03,Coffe,6
2024-12-03,Learning,8
2024-12-03,Coffe,7.2
2024-12-03,Health,7.5
2024-12-03,Transport,1
2024-12-04,Learning,3
2024-12-04,Transport,1
2024-12-04,Business lunch,13
2024-12-04,Coffe,6.4
2024-12-04,Coffe,5.6
2024-12-04,Restuarant,16
2024-12-04,Transport,1
2024-12-05,Transport,1
2024-12-05,Business lunch,9
2024-12-05,Coffe,6.4
2024-12-05,Coffe,6
2024-12-05,Coffe,6.5
2024-12-05,Transport,1
2024-12-05,Health,1
2024-12-06,Transport,1
2024-12-06,Market,5.2
2024-12-06,Coffe,6.4
2024-12-06,Transport,0.5
2024-12-06,Restuarant,40
2024-12-06,Transport,1
2024-12-07,Taxi,10
2024-12-07,Taxi,8
2024-12-07,Taxi,11
2024-12-07,Market,17
2024-12-07,Taxi,4
2024-12-07,Taxi,5
2024-12-07,Transport,0.7
2024-12-07,Coffe,6
2024-12-07,Coffe,7
2024-12-07,Transport,1
2024-12-07,Market,5
2024-12-08,Transport,1
2024-12-08,Market,3
2024-12-08,Coffe,5.6
2024-12-08,Restuarant,8
2024-12-08,Coffe,5
2024-12-08,Transport,0.5
2024-12-08,Market,8
2024-12-08,Other,15
2024-12-09,Transport,1
2024-12-09,Learning,5
2024-12-09,Restuarant,7.2
2024-12-09,Market,1
2024-12-09,Coffe,7
2024-12-09,Coffe,6
2024-12-09,Transport,1
2024-12-09,Market,9
2024-12-10,Transport,1
2024-12-10,Coffe,6
2024-12-10,Business lunch,10
2024-12-10,Transport,1
2024-12-10,Market,2
2024-12-11,Transport,1
2024-12-11,Transport,1
2024-12-11,Transport,1
2024-12-11,Business lunch,10
2024-12-11,Coffe,6
2024-12-11,Communal,1
2024-12-11,Coffe,3.5
2024-12-11,Market,9
2024-12-12,Transport,1
2024-12-12,Business lunch,15
2024-12-12,Coffe,6.4
2024-12-12,Coffe,5.6
2024-12-12,Transport,1
2024-12-13,Transport,1
2024-12-13,Business lunch,7.2
2024-12-13,Coffe,6.4
2024-12-13,Coffe,5.6
2024-12-13,Coffe,7.2
2024-12-13,Transport,1
2024-12-13,Market,2
2024-12-13,Learning,170
2024-12-14,Transport,1
2024-12-14,Transport,0.5
2024-12-14,Taxi,5
2024-12-14,Coffe,6
2024-12-14,Coffe,13
2024-12-14,Transport,1
2024-12-14,Market,20
2024-12-15,Transport,1
2024-12-15,Coffe,6
2024-12-15,Coffe,15
2024-12-15,Phone,20
2024-12-15,Transport,1
2024-12-15,Other,15
2024-12-15,Market,6.63
2024-12-16,Transport,1
2024-12-16,Restuarant,20
2024-12-16,Coffe,5
2024-12-16,Transport,1
2024-12-16,Business lunch,10
2024-12-16,Coffe,5
2024-12-16,Coffe,5
2024-12-16,Transport,1
2024-12-16,Market,5.4
2024-12-17,Transport,1
2024-12-17,Business lunch,10
2024-12-17,Market,15
2024-12-17,Coffe,6.4
2024-12-17,Transport,1
2024-12-17,Coffe,9
2024-12-17,Restuarant,152
2024-12-17,Transport,1
2024-12-18,Business lunch,7
2024-12-18,Coffe,6.4
2024-12-18,Transport,1
2024-12-18,Phone,3
2024-12-18,Coffe,13
2024-12-18,Transport,1
2024-12-18,Market,10
2024-12-19,Transport,1
2024-12-19,Business lunch,7.2
2024-12-19,Coffe,6.4
2024-12-19,Transport,1
2024-12-20,Transport,1
2024-12-20,Business lunch,10
2024-12-20,Coffe,5
2024-12-20,Coffe,9.2
2024-12-20,Transport,1
2024-12-20,Restuarant,9
2024-12-20,Market,12
2024-12-21,Phone,20
2024-12-21,Phone,5
2024-12-21,Transport,1
2024-12-21,Market,1.55
2024-12-21,Coffe,6
2024-12-21,business_expenses,35
2024-12-21,Coffe,14
2024-12-21,Transport,1
2024-12-21,Market,20
2024-12-22,Transport,1
2024-12-22,Coffe,5.6
2024-12-22,Restuarant,15
2024-12-22,Transport,1
2024-12-22,Market,8.3
2024-12-22,Coffe,10
2024-12-22,Transport,1
2024-12-22,Market,9
2024-12-23,Transport,1
2024-12-23,Business lunch,7.7
2024-12-23,Taxi,2.5
2024-12-23,Business lunch,16
2024-12-23,Transport,1
2024-12-23,Coffe,5
2024-12-23,Coffe,5.6
2024-12-23,Coffe,8.5
2024-12-23,Coffe,8
2024-12-23,Transport,1
2024-12-23,Market,7
2024-12-24,Transport,1
2024-12-24,Business lunch,8
2024-12-24,Coffe,6.4
2024-12-24,Transport,2
2024-12-24,Transport,1
2024-12-24,Restuarant,31
2024-12-25,Transport,1
2024-12-25,Coffe,7
2024-12-25,Transport,1
2024-12-25,Coffe,15
2024-12-25,Market,12
2024-12-26,Transport,1
2024-12-26,Market,2.4
2024-12-26,Transport,1
2024-12-26,Business lunch,8.5
2024-12-26,Learning,24
2024-12-26,Transport,1
2024-12-27,Transport,1
2024-12-27,Market,7.7
2024-12-27,Market,1.1
2024-12-27,Coffe,13.13
2024-12-27,Restuarant,50
2024-12-27,Transport,1
2024-12-28,Market,2.4
2024-12-28,Business lunch,10
2024-12-28,Tech,12
2024-12-28,Market,4.7
2024-12-28,Transport,1
2024-12-28,Other,15
2024-12-29,Transport,1
2024-12-29,Market,5.5
2024-12-29,Phone,20
2024-12-29,Restuarant,13.5
2024-12-29,Coffe,6.4
2024-12-29,Coffe,40
2024-12-29,Restuarant,6.5
2024-12-29,Transport,1
2024-12-29,Market,15
2024-12-30,Transport,1
2024-12-30,Coffe,9.2
2024-12-30,Restuarant,10
2024-12-30,Transport,1
2024-12-30,Market,22
2024-12-31,Market,9
2024-12-31,Taxi,4
2024-12-31,Coffe,9.2
2024-12-31,Coffe,12
2024-12-31,Coffe,18.4
2024-12-31,Transport,1
2024-12-31,Market,23
2025-01-01,Taxi,6
2025-01-01,Coffe,18.4
2025-01-01,Coffe,11
2025-01-01,Transport,1
2025-01-01,Market,7
2025-01-02,Market,5
2025-01-02,Taxi,4
2025-01-02,Market,5
2025-01-02,Coffe,12
2025-01-02,Coffe,17
2025-01-02,Taxi,4
2025-01-02,Market,12
2025-01-03,Market,1
2025-01-03,Taxi,4
2025-01-03,Coffe,18.4
2025-01-03,Clothing,99
2025-01-03,Taxi,4
2025-01-03,Communal,25
2025-01-04,Taxi,4
2025-01-04,Coffe,12
2025-01-04,Restuarant,20
2025-01-04,Clothing,70
2025-01-04,Transport,1
2025-01-04,Market,6.14
2025-01-05,Taxi,4
2025-01-05,Market,1
2025-01-05,Coffe,12
2025-01-05,Coffe,17
2025-01-05,Market,16
2025-01-06,Transport,1
2025-01-06,Market,3.4
2025-01-06,Business lunch,10
2025-01-06,Coffe,6.4
2025-01-06,Market,12
2025-01-06,Coffe,5.6
2025-01-06,Market,8.7
2025-01-06,Transport,1
2025-01-07,Transport,1
2025-01-07,Market,2.4
2025-01-07,Business lunch,10
2025-01-07,Clothing,49
2025-01-08,Transport,1
2025-01-08,Market,2.4
2025-01-08,Business lunch,8
2025-01-08,Coffe,6.4
2025-01-08,Coffe,19
2025-01-08,Transport,1
2025-01-09,Transport,1
2025-01-09,Market,2.4
2025-01-09,Market,7.2
2025-01-09,Market,8
2025-01-09,Business lunch,10
2025-01-09,Health,5
2025-01-09,Transport,1
2025-01-09,Other,15
2025-01-10,Taxi,8
2025-01-10,Business lunch,10
2025-01-10,Taxi,4
2025-01-10,Coffe,8.2
2025-01-10,Other,5
2025-01-10,Taxi,7
2025-01-11,Transport,1
2025-01-11,Taxi,4
2025-01-11,Events,20
2025-01-11,Restuarant,33
2025-01-11,Market,25
2025-01-12,Transport,1
2025-01-12,Coffe,13
2025-01-12,Coffe,4
2025-01-12,Learning,11
2025-01-12,Transport,1
2025-01-12,Market,13
2025-01-13,Transport,1
2025-01-13,Market,2.4
2025-01-13,Business lunch,10
2025-01-13,Coffe,9
2025-01-13,Coffe,10
2025-01-13,Transport,1
2025-01-13,Market,18
2025-01-14,Transport,1
2025-01-14,Market,3.4
2025-01-14,Clothing,30
2025-01-14,Market,11
2025-01-14,Phone,4
2025-01-14,Taxi,2.6
2025-01-14,Phone,3.54
2025-01-14,Taxi,2.6
2025-01-14,Business lunch,12
2025-01-14,Coffe,8
2025-01-14,Transport,1
2025-01-14,Market,12
2025-01-15,Transport,1
2025-01-15,Market,5
2025-01-15,Business lunch,8.1
2025-01-15,Coffe,6
2025-01-15,Transport,1
2025-01-16,Transport,1
2025-01-16,Market,5.1
2025-01-16,Business lunch,10
2025-01-16,Market,8
2025-01-16,Coffe,9.2
2025-01-16,Coffe,12
2025-01-16,Transport,1
2025-01-16,Market,7.12
2025-01-17,Transport,1
2025-01-17,Business lunch,10
2025-01-17,Phone,20
2025-01-17,Transport,1
2025-01-17,Transport,1
2025-01-17,Market,32
2025-01-18,Transport,1
2025-01-18,Coffe,12
2025-01-18,Restuarant,3
2025-01-18,Transport,1
2025-01-18,Market,9
2025-01-19,Transport,1
2025-01-19,Coffe,10
2025-01-19,Learning,20
2025-01-19,Transport,1
2025-01-19,Other,15
2025-01-20,Transport,1
2025-01-20,Coffe,14
2025-01-20,Restuarant,6.5
2025-01-20,Coffe,2
2025-01-20,Transport,1
2025-01-20,Market,5
2025-01-21,Transport,1
2025-01-21,Market,3.4
2025-01-21,Restuarant,16
2025-01-21,Coffe,10
2025-01-21,Transport,1
2025-01-22,Transport,1
2025-01-22,Business lunch,10
2025-01-22,Learning,17
2025-01-22,Coffe,11.2
2025-01-22,Transport,1
2025-01-22,Market,9
2025-01-23,Transport,0.5
2025-01-23,Market,3.4
2025-01-23,Restuarant,24
2025-01-23,Coffe,12
2025-01-23,Transport,0.5
2025-01-23,Market,5
2025-01-24,Transport,1
2025-01-24,Restuarant,35
2025-01-24,Transport,0.5
2025-01-24,Restuarant,22
2025-01-24,Transport,0.5
2025-01-24,Coffe,12
2025-01-24,Restuarant,37
2025-01-25,Transport,0.5
2025-01-25,Transport,0.5
2025-01-25,Coffe,15
2025-01-25,Transport,0.5
2025-01-25,Market,10
2025-01-26,Transport,0.5
2025-01-26,Restuarant,7
2025-01-26,Restuarant,6.5
2025-01-26,Coffe,6
2025-01-26,Events,40
2025-01-26,Market,5.34
2025-01-27,Transport,0.5
2025-01-27,Market,16
2025-01-27,Restuarant,10
2025-01-27,Other,10
2025-01-27,Events,200
2025-01-27,Taxi,4.1
2025-01-28,Transport,1
2025-01-28,Business lunch,10
2025-01-28,Coffe,12
2025-01-28,Transport,1
2025-01-28,Market,2
2025-01-29,Transport,0.5
2025-01-29,Coffe,12
2025-01-29,Restuarant,60
2025-01-29,Market,11
2025-01-30,Transport,0.5
2025-01-30,Business lunch,10
2025-01-30,Coffe,6.4
2025-01-30,Learning,13
2025-01-30,Transport,0.5
2025-01-30,Market,14.14
2025-01-31,Transport,0.5
2025-01-31,Market,2.4
2025-01-31,Business lunch,10
2025-01-31,Coffe,10
2025-01-31,Market,7
2025-02-01,Phone,3
2025-02-01,Transport,0.5
2025-02-01,Coffe,12
2025-02-01,Learning,41
2025-02-01,Restuarant,12
2025-02-01,Transport,0.5
2025-02-02,Transport,0.5
2025-02-02,Learning,31
2025-02-02,Restuarant,25
2025-02-02,Transport,0.5
2025-02-02,Transport,0.5
2025-02-02,Transport,0.5
2025-02-03,Transport,0.5
2025-02-03,Sport,90
2025-02-03,Sport,20
2025-02-03,Restuarant,7.7
2025-02-03,Market,1
2025-02-03,Transport,0.5
2025-02-03,Transport,0.5
2025-02-04,Transport,0.5
2025-02-04,Market,7.25
2025-02-04,Business lunch,10
2025-02-04,Market,1
2025-02-04,Transport,0.5
2025-02-04,Market,4.6
2025-02-04,Transport,0.5
2025-02-05,Transport,0.5
2025-02-05,Market,7.31
2025-02-05,Business lunch,13
2025-02-05,Coffe,5.78
2025-02-05,Coffe,5.6
2025-02-05,Transport,0.5
2025-02-06,Transport,1
2025-02-06,Restuarant,10
2025-02-06,Restuarant,11
2025-02-06,Coffe,5.6
2025-02-06,Phone,3
2025-02-06,Market,10.28
2025-02-07,Transport,0.5
2025-02-07,Transport,0.5
2025-02-07,Restuarant,10.7
2025-02-07,Restuarant,7
2025-02-07,Coffe,45
2025-02-07,Transport,1
2025-02-08,Learning,18
2025-02-08,Market,7
2025-02-08,Coffe,6
2025-02-08,Transport,1
2025-02-08,Market,13.5
2025-02-09,Transport,1
2025-02-09,Coffe,15.6
2025-02-09,Taxi,2.7
2025-02-09,Restuarant,33
2025-02-09,Market,10.45
2025-02-10,Restuarant,7.72
2025-02-10,Market,9
2025-02-10,Transport,1
2025-02-10,Transport,0.5
2025-02-10,Restuarant,45
2025-02-11,Transport,0.5
2025-02-11,Transport,0.5
2025-02-11,Restuarant,6.5
2025-02-11,Restuarant,6
2025-02-11,Coffe,5.6
2025-02-11,Transport,0.5
2025-02-11,Market,4
2025-02-12,Transport,0.5
2025-02-12,Transport,0.5
2025-02-12,Restuarant,17
2025-02-12,Transport,0.5
2025-02-13,Transport,0.5
2025-02-13,Restuarant,8
2025-02-13,Restuarant,10
2025-02-13,Transport,0.5
2025-02-13,Market,8.12
2025-02-13,Other,15
2025-02-14,Transport,0.5
2025-02-14,Market,10.5
2025-02-14,Transport,0.5
2025-02-14,Restuarant,7.72
2025-02-14,Phone,3
2025-02-14,Market,3.8
2025-02-14,Transport,0.5
2025-02-14,Restuarant,35
2025-02-14,Transport,1
2025-02-15,Transport,0.5
2025-02-15,Transport,0.5
2025-02-15,Market,0.855
2025-02-15,Transport,0.5
2025-02-15,Restuarant,30
2025-02-15,Transport,0.5
2025-02-15,Transport,0.5
2025-02-15,Market,3.84
2025-02-16,Market,3.27
2025-02-16,Coffe,17.7
2025-02-16,Transport,0.5
2025-02-16,Restuarant,30
2025-02-16,Market,17
2025-02-17,Phone,20
2025-02-17,Market,16.58
2025-02-17,Coffe,5.6
2025-02-17,Transport,0.5
2025-02-17,Market,24.66
2025-02-18,Transport,0.5
2025-02-19,Transport,0.5
2025-02-19,Transport,0.5
2025-02-19,Market,7.82
2025-02-20,Transport,0.5
2025-02-20,Transport,0.5
2025-02-21,Transport,0.5
2025-02-21,Transport,0.5
2025-02-22,Transport,1
2025-02-22,Transport,0.5
2025-02-22,Restuarant,50
2025-02-22,Restuarant,20
2025-02-22,Transport,0.5
2025-02-22,Taxi,4.4
2025-02-22,Taxi,4.3
2025-02-22,Market,2
2025-02-23,Market,14
2025-02-24,Transport,0.5
2025-02-24,Restuarant,7.5
2025-02-24,Transport,0.5
2025-02-24,Market,8
2025-02-25,Transport,0.5
2025-02-25,Taxi,4.4
2025-02-25,Coffe,5.6
2025-02-25,Taxi,1.2
2025-02-25,Market,8.65
2025-02-26,Transport,0.5
2025-02-26,Market,35
2025-02-26,Coffe,6.6
2025-02-26,Market,1.1
2025-02-27,Transport,0.5
2025-02-27,Market,1.8
2025-02-27,Coffe,6.3
2025-02-27,Coffe,11.55
2025-02-27,Transport,0.5
2025-02-27,Restuarant,30
2025-02-28,Transport,0.5
2025-02-28,Coffe,6.6
2025-02-28,Transport,0.5
2025-03-01,Learning,40.5
2025-03-01,Learning,28.9
2025-03-01,Transport,0.5
2025-03-01,Other,15
2025-03-01,Market,13.51
2025-03-02,Market,0.37
2025-03-03,Transport,0.5
2025-03-03,Coffe,13.5
2025-03-03,Market,21
2025-03-04,Transport,0.5
2025-03-04,Transport,0.5
2025-03-04,Market,4.34
2025-03-05,Transport,0.5
2025-03-05,Events,30
2025-03-05,Transport,0.5
2025-03-05,Phone,5.25
2025-03-05,Transport,0.5
2025-03-05,Restuarant,65
2025-03-06,Transport,0.5
2025-03-06,Transport,0.5
2025-03-06,Coffe,15
2025-03-06,Transport,0.5
2025-03-06,Transport,0.5
2025-03-06,Market,10.5
2025-03-07,Transport,1
2025-03-07,Transport,0.5
2025-03-07,Events,60
2025-03-07,Restuarant,30
2025-03-07,Market,16.64
2025-03-08,Market,12.6
2025-03-09,Other,10
2025-03-09,Transport,0.5
2025-03-09,Transport,0.5
2025-03-09,Restuarant,13
2025-03-09,Transport,0.5
2025-03-09,Market,2.88
2025-03-10,Transport,0.5
2025-03-10,Transport,0.5
2025-03-10,Market,7.5
2025-03-11,Transport,0.5
